,author_name,personal_rating,review_date,review_text,review_acquisition_date,google_url,biz_id
491,Lee Andy,5,1 年前,"北投捷運站側邊的素食餐館，氣氛溫馨，桌距非常寬廣，菜色也很可口

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
492,謝七七,1,1 年前,"評價高是因為五星評論送甜點，吃起來餐點普普，披薩不錯，麵不太行，甜點很不行。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
493,林冠妤,5,1 年前,"餐點種類多樣 服務態度佳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
494,張國輝,5,1 年前,"蒔蘿餐點 超級讚

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
495,ing Che,5,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
496,Ann Lin,5,1 年前,"以豐富的時蔬來賦予餐點活力，讓人吃了之後，會感受到滿滿的幸福感與溫暖！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
497,莫淵,5,1 年前,"台北市茹素者必訪名店，這是一家，芳香四溢 ，香飘十里 ，油而不腻 ，香脆可口 ，咸甜适中 ，甘脆爽口 ，五味俱全 ，酸甜可口 ，鲜美多汁 ，清爽可口
，质嫩爽口 ，麻辣鲜香 ，香甜软糯 ，珍馐美味 饕餮大餐 美味，可口，好吃，香甜，爽口，口齿留香，回味无穷 ,玉盘珍馐, 秀色可餐,色味俱佳,垂涎欲滴 ,
八珍玉食,無與倫比的好吃！  
  
(由 Google 提供翻譯)  
台北市茹素者必訪名店，這是一家，芳香四溢，香飄十里，油而不膩，香脆可口，鹹甜適中，甘脆爽口，五味俱全，酸甜可口，鮮美多汁，清爽可口，質嫩爽口，麻辣鮮香，香甜軟糯，珍饈美味饕餮大餐美味，可口，好吃，香甜，爽口，口齒留香，回味無窮,玉盤珍饈,
秀色可餐,色味俱佳,垂涎欲滴,八珍玉食,無與倫比的好吃！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
498,鄭皓云,5,1 年前,"偶蒔蘿好吃，吃蔬食好健康

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
499,黃汝均,5,1 年前,"舒適的日式感，有柔和的燈光像家一樣，餐點也很豐富！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk2Z00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
500,駱亭妤,5,1 年前,"餐廳環境很溫馨，複合式蔬食餐廳選擇多~

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
501,尹世德,5,1 年前,"蒔蘿素食義大利菜價美好吃下次會再來！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
502,myco chen,5,1 年前,"好吃太棒了餐點太完美了

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
503,Genie HUNG,4,1 年前,"手工披薩等很久很美味。蕃茄義大利麵蔬菜多，杏鮑菇排建議可先調味再炸，不然沒裹麵衣的地方吃起來有些酸。整體空間舒適～

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
504,JIA SIN CHAN,5,1 年前,"超級美味的蔬食餐廳！我下次還要來蒔蘿用餐，還有集點優惠唷！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
505,張佳莉,5,1 年前,"素食的選擇，可以來試試。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
506,劉醇和,5,1 年前,"氛圍不錯，想吃素食可以來試試

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
507,Sungkun Lai,5,1 年前,"有空沒空就來蒔蘿吃吃吧！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
508,傅迎蓁,5,1 年前,"有事沒事就來蒔蘿吃吃吧！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
509,郭正偉,5,1 年前,"今天點了青醬松果飯，兩者搭配起來很好吃

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUk5QU0=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
510,Nika Cheng,4,1 年前,"韓式石鍋拌飯的醬非常清爽～好吃～

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
511,江峻銘,5,1 年前,"離捷運站近，東西好吃CP值高，蔬食者聚餐的好地方。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
512,陳思廷,5,1 年前,"我下次要推薦給親朋好友一起來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
513,陳俐会,5,1 年前,"來過好多次了，好吃 的素食

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
514,林嘉綺,5,1 年前,"餐點很好吃，服務周到，已經來了好多次！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
515,王婉華,5,1 年前,"夏威夷披薩口味清爽好吃，下次一定會回訪！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
516,林得正,5,1 年前,"披薩好吃美味，非常推薦！  
C P 值高的餐廳，吃起來無負擔，很棒！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
517,石大大,5,1 年前,"素食健康

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
518,Topcloud1015,5,1 年前,"好吃  
CP值高  
蔬食餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
519,許宸輔,5,1 年前,"環境優美、裝潢用心、食物優、下次一定要再來光顧！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlfZ00=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
520,戴瑜廷,5,1 年前,"專門賣蔬食，有非常多種類，義大利麵、火鍋、鐵板麵等

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
521,郭淑貞,5,1 年前,"餐、都好吃！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
522,朱怡潔,4,1 年前,"店內裝潢蠻溫馨的  
餐點都還不錯吃  
炸薯條蠻好吃的  
是一間cp值滿高的蔬食料理

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
523,曾暐翔,5,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
524,lion lineage,5,1 年前,"很清爽的餐點，醬料也很棒，值得一來再來！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
525,林珍珍,5,1 年前,"人員服務態度親切，餐點很合口味。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
526,黃科維,4,1 年前,"松露燉飯蠻好吃的，很香但口味偏鹹，香草茶很酷是現栽的香草用熱水沖泡，店內環境蠻溫馨的氣氛

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
527,莊淑媄,5,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
528,Bernice Chu,5,1 年前,"今天吃義大利麵和烏龍麵，很滿意蔬食餐食，下次會再來享用！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
529,傳阜,4,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlpQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
530,李家柔,5,1 年前,"優美的環境 非常貼心的服務 細節都有注意到  
下次有機會會再來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
531,會飛雁子,5,1 年前,"餐點種類很多，平價又實惠

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
532,Kakuoson,5,1 年前,"好吃的素食餐廳，有機會再來！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
533,Yi Yi,5,1 年前,"店內環境很舒適 位置很寬敞 是間很棒的蔬食餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
534,楊西瓜,5,1 年前,"家訪終於不用再吃超商了，開心

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
535,Akash Chiang,5,1 年前,"XO醬炒泡麵，味道鮮美可口。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
536,yume chang,5,1 年前,"這次的餐點都很好吃  
炸物也香酥不油膩

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
537,ChihCheng Jen,5,1 年前,"好吃，裝潢也好看，很棒的餐廳。還有愛心待用餐！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
538,曾楚壬,5,1 年前,"泡溫泉完用餐的好選擇！店內還有「愛心待用餐」，捐款及運用明細都很清楚！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
539,Hiok-bin Tioh,4,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlrZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
540,tingyi Wu,3,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
541,吳汶蒨,5,1 年前,"氣氛溫馨服務態度很好

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
542,ㄆㄆ,5,1 年前,"餐點很美味，名字也很有創意，例如：杏鮑菇G排......等，非常滿意

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
543,吳芫緗,5,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
544,冰羽,5,1 年前,"環境乾淨氣氛好，讓人下次還想來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
545,尤淨瑩,5,1 年前,"點了個韓式石鍋飯+南瓜濃湯，濃湯很好喝，石鍋飯裡面蔬菜多，種類豐富，附的醬汁有點微辣很下飯，cp值高，座位環境舒適，地點離捷運站近，北投蔬食餐廳不錯的選擇。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
546,黃誼,5,1 年前,"很棒的餐廳，氣氛好，好好吃。下次來北投，會再來

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
547,王郁清,5,1 年前,"下次一定要再來蒔蘿餐廳

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
548,Stella Chen,5,1 年前,"調味恰當！健康好吃的蔬食餐廳唷^^  
店裡裝潢也非常溫馨可愛！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
549,adam adam,4,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUluQVE=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
550,Jeffrey Lin,5,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlwZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
551,游堂和,5,1 年前,"離捷運北投站很近，菜色很多，價格合理，維一的缺點是出菜太慢。

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlwZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
552,林笑兒,5,1 年前,,2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlwZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
553,sandy Chen,5,1 年前,"頭次品嚐，蔬時好吃，大家來品嚐！

",2022-11-30,"https://www.google.com/async/reviewSort?yv=3&async=feature_id:0x3442ae56e794a76f:0x8ad75dbf2d382ec7,review_source:All%20reviews,sort_by:newestFirst,is_owner:false,filter_text:,associated_topic:,next_page_token:CAESB0VnTUlwZ1E=,_pms:s,_fmt:json",0x3442ae56e794a76f:0x8ad75dbf2d382ec7
