,file_name_1,category_new
2992,2992,韓式
2993,2993,韓式
2994,2994,韓式
2995,2995,韓式
2996,2996,韓式
2998,2998,韓式
2999,2999,韓式
3000,3000,韓式
3001,3001,韓式
3003,3003,韓式
3004,3004,燒烤店
3005,3005,韓式
3006,3006,韓式
3010,3010,台灣小吃/熱炒店
3011,3011,異國料理
3013,3013,南洋
3014,3014,南洋
3015,3015,南洋
3016,3016,台灣小吃/熱炒店
3017,3017,南洋
3019,3019,南洋
3020,3020,南洋
3021,3021,港式
3022,3022,港式
3023,3023,港式
3024,3024,中式
3025,3025,港式
3027,3027,中式
3028,3028,中式
3029,3029,港式
3030,3030,港式
3032,3032,港式
3033,3033,港式
3034,3034,中式
3035,3035,港式
3037,3037,中式
3038,3038,南洋
3039,3039,南洋
3040,3040,南洋
3041,3041,南洋
3042,3042,南洋
3043,3043,南洋
3044,3044,南洋
3045,3045,南洋
3046,3046,南洋
3047,3047,南洋
3048,3048,南洋
3049,3049,南洋
3050,3050,南洋
3051,3051,南洋
3052,3052,南洋
3053,3053,南洋
3054,3054,南洋
3055,3055,南洋
3056,3056,南洋
3057,3057,南洋
3058,3058,南洋
3059,3059,火鍋
3060,3060,南洋
3061,3061,南洋
3063,3063,台灣小吃/熱炒店
3064,3064,台灣小吃/熱炒店
3065,3065,台灣小吃/熱炒店
3066,3066,中式
3067,3067,台灣小吃/熱炒店
3068,3068,早午餐
3069,3069,中式
3070,3070,中式
3071,3071,中式
3072,3072,中式
3073,3073,台灣小吃/熱炒店
3074,3074,咖啡甜點
3075,3075,咖啡甜點
3076,3076,早午餐
3077,3077,早午餐
3078,3078,美式
3079,3079,美式
3080,3080,美式
3081,3081,美式
3082,3082,美式
3083,3083,美式
3084,3084,異國料理
3085,3085,美式
3086,3086,中式
3087,3087,美式
3088,3088,美式
3089,3089,美式
3090,3090,日式
3091,3091,火鍋
3093,3093,日式
3094,3094,中式
3096,3096,日式
3097,3097,日式
3098,3098,台灣小吃/熱炒店
3100,3100,美式
3101,3101,韓式
3102,3102,中式
3103,3103,意式
3104,3104,日式
3106,3106,異國料理
3107,3107,異國料理
3108,3108,異國料理
3109,3109,咖啡甜點
3111,3111,咖啡甜點
3113,3113,早午餐
3114,3114,早午餐
3116,3116,咖啡甜點
3117,3117,早午餐
3118,3118,異國料理
3120,3120,意式
3121,3121,意式
3122,3122,意式
3124,3124,日式
3126,3126,中式
3127,3127,南洋
3128,3128,火鍋
3130,3130,日式
3131,3131,咖啡甜點
3133,3133,中式
3134,3134,中式
3135,3135,中式
3136,3136,中式
3137,3137,中式
3138,3138,中式
3139,3139,中式
3140,3140,中式
3141,3141,咖啡甜點
3142,3142,中式
3144,3144,燒烤店
3145,3145,台灣小吃/熱炒店
3146,3146,日式
3149,3149,中式
3151,3151,台灣小吃/熱炒店
3152,3152,台灣小吃/熱炒店
3153,3153,台灣小吃/熱炒店
3154,3154,韓式
3155,3155,韓式
3156,3156,韓式
3157,3157,韓式
3159,3159,韓式
3160,3160,韓式
3162,3162,南洋
3163,3163,異國料理
3164,3164,異國料理
3166,3166,意式
3167,3167,異國料理
3168,3168,異國料理
3171,3171,意式
3174,3174,素食
3175,3175,異國料理
3176,3176,早午餐
3177,3177,意式
3178,3178,異國料理
3179,3179,中式
3180,3180,中式
3181,3181,異國料理
3182,3182,素食
3184,3184,意式
3185,3185,意式
3186,3186,台灣小吃/熱炒店
3187,3187,台灣小吃/熱炒店
3188,3188,中式
3189,3189,咖啡甜點
3190,3190,異國料理
3191,3191,日式
3192,3192,咖啡甜點
3194,3194,南洋
3195,3195,南洋
3196,3196,日式
3198,3198,中式
3201,3201,早午餐
3202,3202,咖啡甜點
3203,3203,台灣小吃/熱炒店
3206,3206,日式
3207,3207,素食
3210,3210,素食
3211,3211,素食
3212,3212,素食
3213,3213,素食
3214,3214,素食
3215,3215,素食
3216,3216,素食
3217,3217,素食
3218,3218,素食
3219,3219,素食
3220,3220,素食
3221,3221,台灣小吃/熱炒店
3223,3223,台灣小吃/熱炒店
3224,3224,台灣小吃/熱炒店
3225,3225,台灣小吃/熱炒店
3226,3226,台灣小吃/熱炒店
3228,3228,台灣小吃/熱炒店
3229,3229,台灣小吃/熱炒店
3230,3230,日式
3231,3231,台灣小吃/熱炒店
3232,3232,台灣小吃/熱炒店
3233,3233,日式
3234,3234,台灣小吃/熱炒店
3235,3235,早午餐
3236,3236,日式
3238,3238,日式
3240,3240,素食
3241,3241,日式
3242,3242,日式
3243,3243,日式
3244,3244,日式
3248,3248,意式
3249,3249,意式
3250,3250,意式
3251,3251,意式
3254,3254,南洋
3256,3256,中式
3257,3257,港式
3258,3258,素食
3259,3259,素食
3261,3261,酒吧/餐酒館
3262,3262,台灣小吃/熱炒店
3263,3263,中式
3264,3264,南洋
3265,3265,咖啡甜點
3267,3267,異國料理
3268,3268,酒吧/餐酒館
3269,3269,酒吧/餐酒館
3270,3270,酒吧/餐酒館
3271,3271,酒吧/餐酒館
3272,3272,日式
3277,3277,酒吧/餐酒館
3278,3278,燒烤店
3279,3279,酒吧/餐酒館
3280,3280,異國料理
3281,3281,酒吧/餐酒館
3283,3283,意式
3284,3284,酒吧/餐酒館
3286,3286,酒吧/餐酒館
3287,3287,酒吧/餐酒館
3289,3289,酒吧/餐酒館
3291,3291,酒吧/餐酒館
3292,3292,酒吧/餐酒館
3294,3294,南洋
3296,3296,台灣小吃/熱炒店
3297,3297,台灣小吃/熱炒店
3298,3298,台灣小吃/熱炒店
3299,3299,台灣小吃/熱炒店
3300,3300,台灣小吃/熱炒店
3301,3301,火鍋
3302,3302,中式
3303,3303,台灣小吃/熱炒店
3304,3304,台灣小吃/熱炒店
3305,3305,日式
3309,3309,台灣小吃/熱炒店
3310,3310,台灣小吃/熱炒店
3311,3311,早午餐
3312,3312,台灣小吃/熱炒店
3313,3313,台灣小吃/熱炒店
3314,3314,中式
3315,3315,台灣小吃/熱炒店
3316,3316,日式
3317,3317,台灣小吃/熱炒店
3318,3318,日式
3319,3319,中式
3320,3320,中式
3321,3321,日式
3323,3323,中式
3324,3324,美式
3325,3325,美式
3326,3326,美式
3328,3328,咖啡甜點
3329,3329,咖啡甜點
3330,3330,咖啡甜點
3331,3331,咖啡甜點
3333,3333,咖啡甜點
3335,3335,咖啡甜點
3338,3338,咖啡甜點
3339,3339,咖啡甜點
3340,3340,台灣小吃/熱炒店
3341,3341,咖啡甜點
3342,3342,台灣小吃/熱炒店
3343,3343,台灣小吃/熱炒店
3344,3344,台灣小吃/熱炒店
3345,3345,台灣小吃/熱炒店
3346,3346,咖啡甜點
3347,3347,台灣小吃/熱炒店
3348,3348,台灣小吃/熱炒店
3351,3351,台灣小吃/熱炒店
3352,3352,台灣小吃/熱炒店
3353,3353,台灣小吃/熱炒店
3355,3355,異國料理
3356,3356,南洋
3357,3357,台灣小吃/熱炒店
3358,3358,咖啡甜點
3359,3359,台灣小吃/熱炒店
3360,3360,日式
3361,3361,火鍋
3362,3362,火鍋
3363,3363,火鍋
3364,3364,火鍋
3365,3365,火鍋
3366,3366,美式
3367,3367,燒烤店
3368,3368,燒烤店
3369,3369,韓式
3371,3371,韓式
3373,3373,韓式
3375,3375,韓式
3381,3381,早午餐
3383,3383,異國料理
3384,3384,台灣小吃/熱炒店
3386,3386,異國料理
3387,3387,南洋
3388,3388,南洋
3390,3390,南洋
3391,3391,台灣小吃/熱炒店
3392,3392,台灣小吃/熱炒店
3393,3393,咖啡甜點
3394,3394,咖啡甜點
3395,3395,台灣小吃/熱炒店
3396,3396,台灣小吃/熱炒店
3398,3398,咖啡甜點
3399,3399,咖啡甜點
3400,3400,咖啡甜點
3402,3402,中式
3406,3406,日式
3407,3407,日式
3408,3408,燒烤店
3409,3409,台灣小吃/熱炒店
3410,3410,火鍋
3411,3411,火鍋
3412,3412,火鍋
3413,3413,火鍋
3414,3414,火鍋
3416,3416,火鍋
3417,3417,火鍋
3418,3418,火鍋
3419,3419,火鍋
3420,3420,台灣小吃/熱炒店
3421,3421,日式
3422,3422,日式
3423,3423,日式
3424,3424,日式
3425,3425,早午餐
3428,3428,中式
3429,3429,中式
3430,3430,台灣小吃/熱炒店
3431,3431,中式
3432,3432,異國料理
3433,3433,咖啡甜點
3435,3435,早午餐
3436,3436,韓式
3437,3437,韓式
3438,3438,韓式
3440,3440,韓式
3441,3441,韓式
3442,3442,火鍋
3443,3443,意式
3447,3447,台灣小吃/熱炒店
3450,3450,南洋
3451,3451,南洋
3452,3452,台灣小吃/熱炒店
3454,3454,中式
3455,3455,南洋
3456,3456,南洋
3457,3457,南洋
3458,3458,南洋
3460,3460,南洋
3461,3461,南洋
3462,3462,南洋
3463,3463,南洋
3465,3465,南洋
3466,3466,素食
3467,3467,素食
3468,3468,異國料理
3470,3470,台灣小吃/熱炒店
3471,3471,台灣小吃/熱炒店
3472,3472,咖啡甜點
3473,3473,咖啡甜點
3474,3474,咖啡甜點
3475,3475,台灣小吃/熱炒店
3476,3476,咖啡甜點
3478,3478,早午餐
3479,3479,早午餐
3480,3480,早午餐
3481,3481,早午餐
3482,3482,咖啡甜點
3484,3484,早午餐
3485,3485,早午餐
3486,3486,早午餐
3487,3487,燒烤店
3488,3488,燒烤店
3490,3490,韓式
3491,3491,台灣小吃/熱炒店
3492,3492,火鍋
3494,3494,美式
3495,3495,台灣小吃/熱炒店
3496,3496,日式
3498,3498,日式
3499,3499,火鍋
3500,3500,中式
3501,3501,日式
3502,3502,南洋
3503,3503,日式
3505,3505,火鍋
3506,3506,日式
3507,3507,火鍋
3508,3508,火鍋
3509,3509,火鍋
3510,3510,火鍋
3511,3511,火鍋
3513,3513,台灣小吃/熱炒店
3514,3514,意式
3515,3515,韓式
3517,3517,台灣小吃/熱炒店
3520,3520,日式
3521,3521,中式
3522,3522,台灣小吃/熱炒店
3523,3523,日式
3524,3524,中式
3525,3525,中式
3526,3526,台灣小吃/熱炒店
3527,3527,日式
3529,3529,異國料理
3530,3530,韓式
3532,3532,日式
3533,3533,素食
3535,3535,台灣小吃/熱炒店
3536,3536,日式
3537,3537,早午餐
3538,3538,咖啡甜點
3539,3539,台灣小吃/熱炒店
3540,3540,美式
3542,3542,日式
3543,3543,日式
3544,3544,日式
3545,3545,素食
3546,3546,日式
3547,3547,日式
3548,3548,日式
3549,3549,意式
3550,3550,意式
3551,3551,咖啡甜點
3553,3553,美式
3554,3554,異國料理
3555,3555,台灣小吃/熱炒店
3556,3556,異國料理
3559,3559,台灣小吃/熱炒店
3560,3560,咖啡甜點
3561,3561,台灣小吃/熱炒店
3562,3562,台灣小吃/熱炒店
3563,3563,日式
3565,3565,台灣小吃/熱炒店
3566,3566,台灣小吃/熱炒店
3567,3567,異國料理
3568,3568,素食
3570,3570,韓式
3572,3572,韓式
3576,3576,意式
3577,3577,日式
3578,3578,美式
3579,3579,咖啡甜點
3580,3580,異國料理
3582,3582,台灣小吃/熱炒店
3583,3583,早午餐
3584,3584,咖啡甜點
3585,3585,異國料理
3587,3587,中式
3588,3588,異國料理
3589,3589,台灣小吃/熱炒店
3591,3591,日式
3593,3593,早午餐
3594,3594,南洋
3596,3596,南洋
3597,3597,南洋
3599,3599,台灣小吃/熱炒店
3600,3600,南洋
3601,3601,素食
3602,3602,日式
3603,3603,素食
3604,3604,南洋
3607,3607,素食
3608,3608,素食
3611,3611,台灣小吃/熱炒店
3612,3612,素食
3614,3614,台灣小吃/熱炒店
3615,3615,日式
3616,3616,台灣小吃/熱炒店
3617,3617,台灣小吃/熱炒店
3619,3619,日式
3620,3620,台灣小吃/熱炒店
3622,3622,燒烤店
3623,3623,日式
3624,3624,中式
3626,3626,酒吧/餐酒館
3627,3627,酒吧/餐酒館
3629,3629,酒吧/餐酒館
3631,3631,咖啡甜點
3632,3632,咖啡甜點
3633,3633,咖啡甜點
3634,3634,咖啡甜點
3635,3635,咖啡甜點
3636,3636,咖啡甜點
3637,3637,中式
3638,3638,台灣小吃/熱炒店
3640,3640,台灣小吃/熱炒店
3641,3641,台灣小吃/熱炒店
3642,3642,台灣小吃/熱炒店
3643,3643,台灣小吃/熱炒店
3644,3644,台灣小吃/熱炒店
3645,3645,台灣小吃/熱炒店
3646,3646,台灣小吃/熱炒店
3647,3647,台灣小吃/熱炒店
3648,3648,中式
3649,3649,台灣小吃/熱炒店
3650,3650,早午餐
3651,3651,早午餐
3652,3652,早午餐
3653,3653,早午餐
3654,3654,早午餐
3655,3655,早午餐
3656,3656,早午餐
3657,3657,日式
3658,3658,燒烤店
3660,3660,燒烤店
3662,3662,台灣小吃/熱炒店
3664,3664,日式
3665,3665,異國料理
3668,3668,火鍋
3669,3669,中式
3670,3670,美式
3671,3671,美式
3675,3675,美式
3676,3676,異國料理
3679,3679,火鍋
3683,3683,咖啡甜點
3684,3684,咖啡甜點
3685,3685,早午餐
3686,3686,中式
3687,3687,韓式
3688,3688,韓式
3690,3690,中式
3692,3692,日式
3693,3693,異國料理
3694,3694,素食
3695,3695,異國料理
3696,3696,素食
3699,3699,咖啡甜點
3700,3700,日式
3701,3701,酒吧/餐酒館
3703,3703,台灣小吃/熱炒店
3705,3705,酒吧/餐酒館
3706,3706,酒吧/餐酒館
3707,3707,美式
3708,3708,酒吧/餐酒館
3711,3711,台灣小吃/熱炒店
3712,3712,日式
3713,3713,火鍋
3714,3714,台灣小吃/熱炒店
3718,3718,台灣小吃/熱炒店
3720,3720,異國料理
3723,3723,日式
3724,3724,火鍋
3728,3728,素食
3730,3730,台灣小吃/熱炒店
3732,3732,台灣小吃/熱炒店
3734,3734,台灣小吃/熱炒店
3735,3735,台灣小吃/熱炒店
3736,3736,早午餐
3737,3737,台灣小吃/熱炒店
3743,3743,早午餐
3747,3747,意式
3750,3750,中式
3752,3752,日式
3756,3756,中式
3757,3757,日式
3758,3758,咖啡甜點
3759,3759,咖啡甜點
3760,3760,咖啡甜點
3763,3763,咖啡甜點
3764,3764,早午餐
3766,3766,咖啡甜點
3767,3767,咖啡甜點
3768,3768,咖啡甜點
3769,3769,日式
3771,3771,日式
3773,3773,台灣小吃/熱炒店
3774,3774,日式
3776,3776,中式
3777,3777,火鍋
3778,3778,火鍋
3780,3780,日式
3781,3781,日式
3782,3782,日式
3783,3783,日式
3784,3784,台灣小吃/熱炒店
3785,3785,日式
3786,3786,台灣小吃/熱炒店
3787,3787,日式
3788,3788,台灣小吃/熱炒店
3789,3789,台灣小吃/熱炒店
3791,3791,台灣小吃/熱炒店
3793,3793,異國料理
3794,3794,咖啡甜點
3796,3796,早午餐
3797,3797,早午餐
3800,3800,韓式
3801,3801,韓式
3802,3802,韓式
3803,3803,咖啡甜點
3806,3806,台灣小吃/熱炒店
3808,3808,台灣小吃/熱炒店
3811,3811,咖啡甜點
3812,3812,咖啡甜點
3814,3814,日式
3816,3816,南洋
3817,3817,南洋
3818,3818,南洋
3820,3820,台灣小吃/熱炒店
3821,3821,台灣小吃/熱炒店
3823,3823,早午餐
3824,3824,台灣小吃/熱炒店
3827,3827,台灣小吃/熱炒店
3828,3828,中式
3829,3829,火鍋
3830,3830,中式
3831,3831,早午餐
3832,3832,早午餐
3833,3833,日式
3834,3834,火鍋
3835,3835,咖啡甜點
3837,3837,台灣小吃/熱炒店
3838,3838,咖啡甜點
3839,3839,酒吧/餐酒館
3840,3840,咖啡甜點
3841,3841,咖啡甜點
3842,3842,咖啡甜點
3843,3843,咖啡甜點
3844,3844,台灣小吃/熱炒店
3845,3845,意式
3846,3846,意式
3847,3847,日式
3848,3848,異國料理
3849,3849,意式
3850,3850,中式
3852,3852,台灣小吃/熱炒店
3854,3854,早午餐
3855,3855,台灣小吃/熱炒店
3856,3856,台灣小吃/熱炒店
3858,3858,咖啡甜點
3860,3860,咖啡甜點
3861,3861,咖啡甜點
3862,3862,咖啡甜點
3863,3863,咖啡甜點
3865,3865,台灣小吃/熱炒店
3866,3866,中式
3867,3867,台灣小吃/熱炒店
3869,3869,美式
3870,3870,日式
3871,3871,台灣小吃/熱炒店
3873,3873,南洋
3875,3875,台灣小吃/熱炒店
3877,3877,咖啡甜點
3878,3878,咖啡甜點
3879,3879,咖啡甜點
3880,3880,咖啡甜點
3881,3881,咖啡甜點
3882,3882,咖啡甜點
3883,3883,咖啡甜點
3884,3884,咖啡甜點
3885,3885,火鍋
3886,3886,日式
3887,3887,日式
3888,3888,中式
3889,3889,台灣小吃/熱炒店
3890,3890,中式
3891,3891,台灣小吃/熱炒店
3892,3892,意式
3894,3894,中式
3896,3896,台灣小吃/熱炒店
3898,3898,韓式
3901,3901,台灣小吃/熱炒店
3902,3902,素食
3904,3904,日式
3905,3905,中式
3906,3906,中式
3907,3907,日式
3908,3908,咖啡甜點
3909,3909,早午餐
3910,3910,中式
3911,3911,早午餐
3912,3912,意式
3915,3915,咖啡甜點
3916,3916,咖啡甜點
3917,3917,咖啡甜點
3918,3918,咖啡甜點
3921,3921,火鍋
3922,3922,火鍋
3923,3923,火鍋
3925,3925,日式
3926,3926,日式
3927,3927,日式
3928,3928,日式
3929,3929,中式
3930,3930,日式
3931,3931,台灣小吃/熱炒店
3932,3932,酒吧/餐酒館
3933,3933,台灣小吃/熱炒店
3934,3934,咖啡甜點
3935,3935,台灣小吃/熱炒店
3936,3936,台灣小吃/熱炒店
3937,3937,中式
3939,3939,咖啡甜點
3940,3940,台灣小吃/熱炒店
3941,3941,日式
3942,3942,早午餐
3943,3943,早午餐
3944,3944,意式
3946,3946,日式
3947,3947,日式
3948,3948,日式
3949,3949,早午餐
3950,3950,咖啡甜點
3952,3952,咖啡甜點
3953,3953,台灣小吃/熱炒店
3954,3954,中式
3955,3955,素食
3956,3956,素食
3957,3957,台灣小吃/熱炒店
3959,3959,異國料理
3960,3960,異國料理
3961,3961,咖啡甜點
3962,3962,咖啡甜點
3963,3963,台灣小吃/熱炒店
3964,3964,台灣小吃/熱炒店
3966,3966,台灣小吃/熱炒店
3967,3967,咖啡甜點
3969,3969,咖啡甜點
3970,3970,咖啡甜點
3971,3971,咖啡甜點
3972,3972,咖啡甜點
3973,3973,咖啡甜點
3974,3974,咖啡甜點
3977,3977,台灣小吃/熱炒店
3978,3978,日式
3979,3979,台灣小吃/熱炒店
3980,3980,美式
3981,3981,日式
3982,3982,日式
3983,3983,日式
3984,3984,日式
3986,3986,日式
3987,3987,早午餐
3990,3990,南洋
3992,3992,火鍋
3993,3993,素食
3994,3994,台灣小吃/熱炒店
3996,3996,日式
3999,3999,異國料理
4000,4000,異國料理
4001,4001,台灣小吃/熱炒店
4003,4003,早午餐
4004,4004,早午餐
4007,4007,美式
4008,4008,美式
4009,4009,日式
4010,4010,南洋
4011,4011,南洋
4012,4012,中式
4015,4015,素食
4019,4019,日式
4020,4020,燒烤店
4022,4022,異國料理
4023,4023,異國料理
4024,4024,異國料理
4025,4025,咖啡甜點
4026,4026,美式
4030,4030,早午餐
4032,4032,異國料理
4034,4034,咖啡甜點
4035,4035,咖啡甜點
4036,4036,台灣小吃/熱炒店
4037,4037,台灣小吃/熱炒店
4039,4039,南洋
4040,4040,南洋
4041,4041,咖啡甜點
4043,4043,咖啡甜點
4045,4045,美式
4047,4047,日式
4048,4048,日式
4049,4049,日式
4050,4050,台灣小吃/熱炒店
4051,4051,意式
4054,4054,早午餐
4055,4055,咖啡甜點
4056,4056,台灣小吃/熱炒店
4057,4057,素食
4060,4060,中式
4061,4061,日式
4063,4063,日式
4065,4065,早午餐
4066,4066,日式
4069,4069,中式
4070,4070,日式
4072,4072,台灣小吃/熱炒店
4073,4073,中式
4074,4074,台灣小吃/熱炒店
4075,4075,中式
4076,4076,日式
4077,4077,咖啡甜點
4078,4078,日式
4079,4079,日式
4081,4081,咖啡甜點
4082,4082,咖啡甜點
4083,4083,異國料理
4084,4084,日式
4085,4085,咖啡甜點
4087,4087,日式
4089,4089,咖啡甜點
4090,4090,酒吧/餐酒館
4091,4091,日式
4092,4092,早午餐
4093,4093,咖啡甜點
4094,4094,意式
4095,4095,咖啡甜點
4096,4096,咖啡甜點
4098,4098,美式
4099,4099,台灣小吃/熱炒店
4100,4100,台灣小吃/熱炒店
4101,4101,台灣小吃/熱炒店
4103,4103,台灣小吃/熱炒店
4104,4104,台灣小吃/熱炒店
4106,4106,日式
4107,4107,美式
4110,4110,中式
4111,4111,中式
4112,4112,中式
4113,4113,中式
4114,4114,中式
4115,4115,港式
4116,4116,港式
4117,4117,港式
4118,4118,中式
4119,4119,咖啡甜點
4120,4120,中式
4122,4122,台灣小吃/熱炒店
4123,4123,中式
4124,4124,台灣小吃/熱炒店
4125,4125,咖啡甜點
4127,4127,早午餐
4128,4128,素食
4129,4129,中式
4130,4130,日式
4131,4131,中式
4132,4132,早午餐
4133,4133,中式
4134,4134,中式
4135,4135,咖啡甜點
4138,4138,南洋
4139,4139,日式
4140,4140,港式
4141,4141,中式
4142,4142,素食
4144,4144,火鍋
4145,4145,火鍋
4146,4146,台灣小吃/熱炒店
4147,4147,日式
4148,4148,咖啡甜點
4150,4150,南洋
4151,4151,南洋
4153,4153,美式
4155,4155,異國料理
4156,4156,台灣小吃/熱炒店
4157,4157,韓式
4158,4158,日式
4159,4159,日式
4160,4160,台灣小吃/熱炒店
4161,4161,酒吧/餐酒館
4164,4164,咖啡甜點
4165,4165,異國料理
4168,4168,韓式
4169,4169,異國料理
4170,4170,日式
4171,4171,日式
4172,4172,咖啡甜點
4174,4174,意式
4175,4175,意式
4176,4176,咖啡甜點
4177,4177,早午餐
4178,4178,台灣小吃/熱炒店
4179,4179,酒吧/餐酒館
4180,4180,異國料理
4181,4181,素食
4183,4183,素食
4184,4184,中式
4186,4186,南洋
4188,4188,日式
4189,4189,台灣小吃/熱炒店
4193,4193,咖啡甜點
4194,4194,咖啡甜點
4198,4198,咖啡甜點
4199,4199,咖啡甜點
4200,4200,台灣小吃/熱炒店
4201,4201,中式
4203,4203,早午餐
4204,4204,台灣小吃/熱炒店
4206,4206,中式
4207,4207,日式
4210,4210,美式
4213,4213,台灣小吃/熱炒店
4215,4215,咖啡甜點
4216,4216,咖啡甜點
4217,4217,台灣小吃/熱炒店
4218,4218,台灣小吃/熱炒店
4219,4219,台灣小吃/熱炒店
4220,4220,台灣小吃/熱炒店
4222,4222,台灣小吃/熱炒店
4223,4223,台灣小吃/熱炒店
4224,4224,日式
4227,4227,台灣小吃/熱炒店
4228,4228,火鍋
4229,4229,日式
4230,4230,台灣小吃/熱炒店
4231,4231,咖啡甜點
4233,4233,咖啡甜點
4234,4234,咖啡甜點
4235,4235,咖啡甜點
4236,4236,早午餐
4237,4237,中式
4238,4238,南洋
4239,4239,南洋
4240,4240,南洋
4241,4241,中式
4242,4242,中式
4244,4244,港式
4245,4245,台灣小吃/熱炒店
4246,4246,台灣小吃/熱炒店
4247,4247,台灣小吃/熱炒店
4248,4248,台灣小吃/熱炒店
4249,4249,台灣小吃/熱炒店
4250,4250,素食
4251,4251,素食
4252,4252,素食
4253,4253,素食
4254,4254,素食
4256,4256,素食
4257,4257,素食
4260,4260,火鍋
4261,4261,火鍋
4262,4262,台灣小吃/熱炒店
4264,4264,台灣小吃/熱炒店
4265,4265,日式
4266,4266,日式
4267,4267,日式
4270,4270,台灣小吃/熱炒店
4271,4271,台灣小吃/熱炒店
4272,4272,台灣小吃/熱炒店
4273,4273,台灣小吃/熱炒店
4275,4275,台灣小吃/熱炒店
4276,4276,日式
4277,4277,日式
4278,4278,日式
4280,4280,日式
4282,4282,日式
4283,4283,燒烤店
4284,4284,中式
4286,4286,咖啡甜點
4287,4287,咖啡甜點
4288,4288,意式
4290,4290,台灣小吃/熱炒店
4291,4291,日式
4292,4292,異國料理
4293,4293,咖啡甜點
4295,4295,咖啡甜點
4296,4296,台灣小吃/熱炒店
4297,4297,中式
4299,4299,中式
4300,4300,早午餐
4303,4303,南洋
4305,4305,南洋
4306,4306,咖啡甜點
4310,4310,韓式
4311,4311,日式
4312,4312,台灣小吃/熱炒店
4313,4313,台灣小吃/熱炒店
4314,4314,日式
4315,4315,日式
4316,4316,中式
4317,4317,咖啡甜點
4319,4319,咖啡甜點
4320,4320,咖啡甜點
4321,4321,咖啡甜點
4325,4325,咖啡甜點
4326,4326,南洋
4327,4327,台灣小吃/熱炒店
4331,4331,早午餐
4333,4333,早午餐
4335,4335,酒吧/餐酒館
4336,4336,酒吧/餐酒館
4337,4337,酒吧/餐酒館
4338,4338,日式
4339,4339,酒吧/餐酒館
4341,4341,日式
4342,4342,酒吧/餐酒館
4344,4344,早午餐
4345,4345,咖啡甜點
4346,4346,咖啡甜點
4347,4347,咖啡甜點
4349,4349,咖啡甜點
4351,4351,咖啡甜點
4354,4354,台灣小吃/熱炒店
4355,4355,台灣小吃/熱炒店
4359,4359,中式
4361,4361,美式
4362,4362,美式
4363,4363,美式
4364,4364,美式
4365,4365,美式
4366,4366,火鍋
4367,4367,火鍋
4368,4368,火鍋
4369,4369,火鍋
4370,4370,火鍋
4371,4371,韓式
4372,4372,火鍋
4373,4373,中式
4374,4374,燒烤店
4376,4376,日式
4377,4377,日式
4378,4378,日式
4379,4379,異國料理
4380,4380,日式
4381,4381,台灣小吃/熱炒店
4382,4382,台灣小吃/熱炒店
4383,4383,台灣小吃/熱炒店
4385,4385,異國料理
4387,4387,咖啡甜點
4389,4389,日式
4390,4390,中式
4391,4391,日式
4392,4392,韓式
4394,4394,韓式
4398,4398,台灣小吃/熱炒店
4402,4402,酒吧/餐酒館
4404,4404,美式
4405,4405,美式
4406,4406,意式
4407,4407,美式
4408,4408,美式
4410,4410,中式
4411,4411,異國料理
4413,4413,南洋
4414,4414,南洋
4415,4415,酒吧/餐酒館
4416,4416,南洋
4417,4417,南洋
4418,4418,素食
4420,4420,素食
4421,4421,早午餐
4423,4423,咖啡甜點
4424,4424,咖啡甜點
4425,4425,咖啡甜點
4426,4426,咖啡甜點
4430,4430,火鍋
4432,4432,早午餐
4433,4433,台灣小吃/熱炒店
4435,4435,日式
4436,4436,台灣小吃/熱炒店
4437,4437,台灣小吃/熱炒店
4438,4438,日式
4440,4440,咖啡甜點
4442,4442,台灣小吃/熱炒店
4443,4443,台灣小吃/熱炒店
4444,4444,中式
4445,4445,台灣小吃/熱炒店
4446,4446,異國料理
4447,4447,中式
4448,4448,台灣小吃/熱炒店
4449,4449,台灣小吃/熱炒店
4453,4453,日式
4455,4455,日式
4457,4457,早午餐
4458,4458,美式
4460,4460,意式
4461,4461,台灣小吃/熱炒店
4462,4462,台灣小吃/熱炒店
4463,4463,台灣小吃/熱炒店
4464,4464,中式
4465,4465,日式
4466,4466,台灣小吃/熱炒店
4467,4467,南洋
4468,4468,韓式
4469,4469,日式
4470,4470,中式
4472,4472,台灣小吃/熱炒店
4473,4473,港式
4474,4474,南洋
4475,4475,咖啡甜點
4476,4476,素食
4477,4477,中式
4480,4480,早午餐
4481,4481,咖啡甜點
4482,4482,咖啡甜點
4483,4483,咖啡甜點
4484,4484,台灣小吃/熱炒店
4485,4485,台灣小吃/熱炒店
4486,4486,咖啡甜點
4488,4488,早午餐
4489,4489,早午餐
4490,4490,早午餐
4491,4491,異國料理
4492,4492,日式
4493,4493,日式
4494,4494,美式
4495,4495,台灣小吃/熱炒店
4497,4497,中式
4499,4499,台灣小吃/熱炒店
4503,4503,台灣小吃/熱炒店
4504,4504,日式
4508,4508,咖啡甜點
4511,4511,韓式
4513,4513,台灣小吃/熱炒店
4514,4514,素食
4519,4519,素食
4520,4520,日式
4521,4521,咖啡甜點
4523,4523,南洋
4524,4524,南洋
4525,4525,南洋
4526,4526,南洋
4527,4527,南洋
4529,4529,素食
4530,4530,素食
4532,4532,素食
4535,4535,中式
4538,4538,酒吧/餐酒館
4539,4539,酒吧/餐酒館
4540,4540,日式
4544,4544,咖啡甜點
4546,4546,日式
4548,4548,咖啡甜點
