file_name_1,標記
21701,
21702,
21709,早午餐
21711,台灣小吃/熱炒店
21712,台灣小吃/熱炒店
21724,
21746,
21758,火鍋
21759,
21761,早午餐
21762,台灣小吃/熱炒店
21763,台灣小吃/熱炒店
21765,
21768,早午餐
21776,意式
21777,台灣小吃/熱炒店
21784,
21786,
21788,台灣小吃/熱炒店
21791,
21793,
21795,早午餐
21796,台灣小吃/熱炒店
21798,
21805,台灣小吃/熱炒店
21809,
21821,
21822,意式
21832,台灣小吃/熱炒店
21833,
21834,台灣小吃/熱炒店
21835,
21844,早午餐
21846,台灣小吃/熱炒店
21847,早午餐
21851,火鍋
21855,
21868,酒吧/餐酒館
21874,日式
21876,
21880,
21892,
21900,早午餐
21902,
21904,早午餐
21912,意式
21914,
21915,意式
21924,台灣小吃/熱炒店
21930,台灣小吃/熱炒店
21931,異國料理
21933,
21935,
21951,素食
21958,
21959,早午餐
21962,意式
21964,台灣小吃/熱炒店
21966,
21972,
21977,台灣小吃/熱炒店
21979,美式
21981,
21984,咖啡甜點
21985,台灣小吃/熱炒店
21989,台灣小吃/熱炒店
21994,
21996,台灣小吃/熱炒店
22001,
22007,台灣小吃/熱炒店
22010,台灣小吃/熱炒店
22012,台灣小吃/熱炒店
22014,台灣小吃/熱炒店
22018,早午餐
22022,
22028,
22030,台灣小吃/熱炒店
22035,台灣小吃/熱炒店
22038,
22041,台灣小吃/熱炒店
22046,
22051,意式
22054,
22057,
22058,
22063,台灣小吃/熱炒店
22069,早午餐
22077,台灣小吃/熱炒店
22078,
22079,台灣小吃/熱炒店
22087,台灣小吃/熱炒店
22091,咖啡甜點
22092,
22094,
22095,
22097,
22107,
22116,
22147,
22155,
22156,台灣小吃/熱炒店
22159,
22161,台灣小吃/熱炒店
22162,
22163,
22164,
22176,日式
22177,台灣小吃/熱炒店
22179,台灣小吃/熱炒店
22192,
22198,咖啡甜點
22200,台灣小吃/熱炒店
22201,台灣小吃/熱炒店
22220,台灣小吃/熱炒店
22222,台灣小吃/熱炒店
22223,台灣小吃/熱炒店
22231,
22232,異國料理
22233,
22247,
22248,台灣小吃/熱炒店
22249,
22251,早午餐
22252,燒烤店
22254,
22255,
22272,
22275,
22279,台灣小吃/熱炒店
22285,台灣小吃/熱炒店
22311,台灣小吃/熱炒店
22317,台灣小吃/熱炒店
22330,
22331,日式
22334,台灣小吃/熱炒店
22336,
22341,
22342,美式
22343,
22345,
22348,
22350,
22354,
22367,台灣小吃/熱炒店
22373,
22381,
22385,
22386,
22387,美式
22389,台灣小吃/熱炒店
22391,日式
22397,台灣小吃/熱炒店
22399,台灣小吃/熱炒店
22408,
22410,台灣小吃/熱炒店
22412,
22415,台灣小吃/熱炒店
22425,台灣小吃/熱炒店
22430,台灣小吃/熱炒店
22438,
22439,台灣小吃/熱炒店
22448,早午餐
22452,
22455,
22459,
22460,台灣小吃/熱炒店
22461,早午餐
22465,異國料理
22468,早午餐
22474,
22482,
22483,
22484,
22493,台灣小吃/熱炒店
22500,台灣小吃/熱炒店
22502,台灣小吃/熱炒店
22513,意式
22520,台灣小吃/熱炒店
22522,
22524,台灣小吃/熱炒店
22528,台灣小吃/熱炒店
22529,港式
22538,
22542,台灣小吃/熱炒店
22553,
22559,
22560,台灣小吃/熱炒店
22561,
22562,台灣小吃/熱炒店
22563,
22568,台灣小吃/熱炒店
22579,
22580,
22589,台灣小吃/熱炒店
22599,
22600,
22603,咖啡甜點
22609,台灣小吃/熱炒店
22611,
22618,台灣小吃/熱炒店
22629,
22634,
22635,早午餐
22647,
22661,
22666,
22668,燒烤店
22669,素食
22673,日式
22677,
22678,異國料理
22691,
22700,台灣小吃/熱炒店
22701,
22728,
22733,
22735,台灣小吃/熱炒店
22752,
22754,台灣小吃/熱炒店
22755,
22761,
22763,
22766,
22768,台灣小吃/熱炒店
22794,
22795,台灣小吃/熱炒店
22797,台灣小吃/熱炒店
22800,
22801,
22806,台灣小吃/熱炒店
22810,台灣小吃/熱炒店
22822,
22826,火鍋
22827,
22829,燒烤店
22833,
22834,台灣小吃/熱炒店
22839,
22885,
22886,台灣小吃/熱炒店
22894,咖啡甜點
22904,台灣小吃/熱炒店
22905,
22915,酒吧/餐酒館
22922,台灣小吃/熱炒店
22926,
22933,
22939,
22944,台灣小吃/熱炒店
22946,
22950,台灣小吃/熱炒店
22952,
22954,台灣小吃/熱炒店
22956,台灣小吃/熱炒店
22959,台灣小吃/熱炒店
22963,
22964,台灣小吃/熱炒店
22978,早午餐
22980,咖啡甜點
22982,
22987,酒吧/餐酒館
22988,
22992,
22994,台灣小吃/熱炒店
22995,
22999,
23006,
23020,
23033,早午餐
23039,台灣小吃/熱炒店
23040,
23042,日式
23045,
23048,
23049,
23069,燒烤店
23071,美式
23076,
23080,台灣小吃/熱炒店
23084,
23087,台灣小吃/熱炒店
23094,
23095,台灣小吃/熱炒店
23114,火鍋
23118,早午餐
23128,台灣小吃/熱炒店
23129,台灣小吃/熱炒店
23134,台灣小吃/熱炒店
23142,意式
23145,日式
23149,日式
23152,酒吧/餐酒館
23153,
23162,
23166,台灣小吃/熱炒店
23169,
23194,台灣小吃/熱炒店
23200,台灣小吃/熱炒店
23211,咖啡甜點
23213,台灣小吃/熱炒店
23223,台灣小吃/熱炒店
23224,台灣小吃/熱炒店
23231,台灣小吃/熱炒店
23232,台灣小吃/熱炒店
23236,台灣小吃/熱炒店
23239,
23241,早午餐
23259,
23274,
23276,
23280,台灣小吃/熱炒店
23284,
23286,台灣小吃/熱炒店
23287,
23289,
23293,
23294,
23299,台灣小吃/熱炒店
23300,酒吧/餐酒館
23309,酒吧/餐酒館
23312,日式
23314,酒吧/餐酒館
23324,中式
23330,
23335,
23336,台灣小吃/熱炒店
23341,酒吧/餐酒館
23352,
23355,台灣小吃/熱炒店
23356,日式
23378,異國料理
23417,意式
23418,
23421,
23425,
23426,咖啡甜點
23427,
23432,
23436,台灣小吃/熱炒店
23438,
23439,
23440,
23441,
23443,台灣小吃/熱炒店
23456,
23466,
23470,
23473,
23476,
23477,台灣小吃/熱炒店
23497,異國料理
23498,台灣小吃/熱炒店
23502,
23504,台灣小吃/熱炒店
23508,台灣小吃/熱炒店
23509,台灣小吃/熱炒店
23510,美式
23513,
23514,異國料理
23524,台灣小吃/熱炒店
23526,
23540,台灣小吃/熱炒店
23544,台灣小吃/熱炒店
23546,
23547,
23550,
23551,台灣小吃/熱炒店
23555,台灣小吃/熱炒店
23564,台灣小吃/熱炒店
23570,台灣小吃/熱炒店
23572,早午餐
23576,台灣小吃/熱炒店
23579,
23588,
23593,
23595,酒吧/餐酒館
23600,異國料理
23623,早午餐
23628,
23631,台灣小吃/熱炒店
23633,
23646,早午餐
23648,台灣小吃/熱炒店
23649,台灣小吃/熱炒店
23651,港式
23652,
23661,台灣小吃/熱炒店
23671,
23674,
23678,早午餐
23687,
23719,中式
23722,
23725,台灣小吃/熱炒店
23726,台灣小吃/熱炒店
23732,異國料理
23736,意式
23743,
23744,台灣小吃/熱炒店
23747,
23752,咖啡甜點
23757,
23762,
23764,
23765,
23779,
23781,早午餐
23784,
23786,
23790,異國料理
23794,台灣小吃/熱炒店
23809,
23812,酒吧/餐酒館
23827,台灣小吃/熱炒店
23853,台灣小吃/熱炒店
23858,
23863,咖啡甜點
23864,
23878,早午餐
23882,
23886,港式
23896,
23898,日式
23899,中式
23908,
23911,日式
23925,台灣小吃/熱炒店
23928,
23930,日式
23940,
23942,
23943,台灣小吃/熱炒店
23950,台灣小吃/熱炒店
23956,台灣小吃/熱炒店
23964,台灣小吃/熱炒店
23969,
23973,
23979,酒吧/餐酒館
24001,酒吧/餐酒館
24003,
24005,
24010,
24016,
24018,
24023,異國料理
24025,
24032,異國料理
24037,
24038,
24048,
24049,
24051,台灣小吃/熱炒店
24052,台灣小吃/熱炒店
24053,
24058,
24064,台灣小吃/熱炒店
24075,
24090,
24091,
24097,台灣小吃/熱炒店
24100,酒吧/餐酒館
24102,台灣小吃/熱炒店
24105,素食
24109,
24111,
24115,港式
24116,
24118,
24120,台灣小吃/熱炒店
24121,
24123,
24130,
24137,
24141,
24145,
24153,
24165,
24170,
24172,
24174,台灣小吃/熱炒店
24187,
24193,
24195,
24198,
24205,
24206,台灣小吃/熱炒店
24208,台灣小吃/熱炒店
24210,台灣小吃/熱炒店
24221,台灣小吃/熱炒店
24223,台灣小吃/熱炒店
24225,
24229,
24234,
24243,
24244,
24248,
24252,台灣小吃/熱炒店
24260,
24264,
24267,
24271,
24272,台灣小吃/熱炒店
24275,
24277,早午餐
24281,
24292,
24297,早午餐
24303,
24316,台灣小吃/熱炒店
24331,台灣小吃/熱炒店
24332,台灣小吃/熱炒店
24334,台灣小吃/熱炒店
24347,台灣小吃/熱炒店
24349,
24352,
24365,咖啡甜點
24389,
24417,酒吧/餐酒館
24539,異國料理
24555,酒吧/餐酒館
24572,異國料理
24596,
24622,
24624,異國料理
24629,異國料理
24634,
24636,
24667,台灣小吃/熱炒店
24668,
24674,
24675,
24677,美式
24679,
24687,
24691,
24696,
24700,
24706,酒吧/餐酒館
24728,
24737,
24755,異國料理
24776,台灣小吃/熱炒店
24778,
24793,台灣小吃/熱炒店
24800,台灣小吃/熱炒店
24805,
24822,火鍋
24829,
24834,
24838,
24866,
24874,
24883,
24887,
24912,
24920,日式
24921,
24923,台灣小吃/熱炒店
24925,
24927,
24928,
24929,台灣小吃/熱炒店
24930,台灣小吃/熱炒店
24936,
24938,
24939,
24944,
24948,
24956,
24962,早午餐
24963,台灣小吃/熱炒店
24965,
24966,台灣小吃/熱炒店
24972,
24974,
24980,台灣小吃/熱炒店
24993,
25017,
25018,
25019,
25024,台灣小吃/熱炒店
25028,
25031,台灣小吃/熱炒店
25049,台灣小吃/熱炒店
25050,台灣小吃/熱炒店
25052,早午餐
25057,台灣小吃/熱炒店
25060,台灣小吃/熱炒店
25062,台灣小吃/熱炒店
25064,台灣小吃/熱炒店
25075,日式
25076,
25077,台灣小吃/熱炒店
25080,
25086,台灣小吃/熱炒店
25097,早午餐
25099,日式
25100,早午餐
25112,異國料理
25122,
25140,
25142,
25143,
25144,
55,台灣小吃/熱炒店
56,日式
177,日式
463,南洋
468,港式
555,酒吧/餐酒館
557,異國料理
568,酒吧/餐酒館
596,酒吧/餐酒館
916,日式
1047,異國料理
1184,台灣小吃/熱炒店
1308,
1516,中式
1581,酒吧/餐酒館
1621,酒吧/餐酒館
1903,台灣小吃/熱炒店
1978,日式
2004,異國料理
2028,台灣小吃/熱炒店
2065,酒吧/餐酒館
2067,酒吧/餐酒館
2069,酒吧/餐酒館
2140,
2215,酒吧/餐酒館
2346,台灣小吃/熱炒店
2377,酒吧/餐酒館
2381,酒吧/餐酒館
2450,日式
2499,日式
3322,
3434,異國料理
3573,意式
3702,酒吧/餐酒館
3727,酒吧/餐酒館
3853,台灣小吃/熱炒店
3919,台灣小吃/熱炒店
4029,酒吧/餐酒館
4038,日式
4202,日式
4334,酒吧/餐酒館
4403,意式
4429,港式
4554,咖啡甜點
4605,早午餐
4618,日式
4841,
4875,台灣小吃/熱炒店
4878,台灣小吃/熱炒店
4890,日式
5137,台灣小吃/熱炒店
5165,酒吧/餐酒館
5242,酒吧/餐酒館
5323,酒吧/餐酒館
5336,
5401,台灣小吃/熱炒店
5419,
5468,日式
5623,咖啡甜點
5739,日式
5743,台灣小吃/熱炒店
5767,台灣小吃/熱炒店
5787,酒吧/餐酒館
5901,異國料理
6025,日式
6229,台灣小吃/熱炒店
6241,異國料理
6318,意式
6387,意式
6421,日式
6456,台灣小吃/熱炒店
6667,日式
6679,台灣小吃/熱炒店
7060,南洋
7069,台灣小吃/熱炒店
7142,酒吧/餐酒館
7171,酒吧/餐酒館
7261,早午餐
7269,日式
7281,南洋
7334,日式
7356,台灣小吃/熱炒店
7363,日式
7472,異國料理
7473,酒吧/餐酒館
7632,台灣小吃/熱炒店
7836,台灣小吃/熱炒店
7903,中式
7907,港式
8028,酒吧/餐酒館
8044,台灣小吃/熱炒店
8058,港式
8061,日式
8095,台灣小吃/熱炒店
8109,酒吧/餐酒館
8214,酒吧/餐酒館
8250,酒吧/餐酒館
8274,日式
8276,日式
8283,日式
8356,酒吧/餐酒館
8360,酒吧/餐酒館
8364,台灣小吃/熱炒店
8534,日式
8535,台灣小吃/熱炒店
8607,台灣小吃/熱炒店
8609,台灣小吃/熱炒店
8876,韓式
9194,日式
9252,
9310,
9352,咖啡甜點
9431,酒吧/餐酒館
9496,早午餐
9566,咖啡甜點
9647,日式
9945,異國料理
10057,意式
10165,台灣小吃/熱炒店
10175,台灣小吃/熱炒店
10239,咖啡甜點
10323,日式
10354,日式
10415,
10472,
10550,南洋
10643,中式
10678,酒吧/餐酒館
10695,酒吧/餐酒館
10698,日式
10801,台灣小吃/熱炒店
10807,台灣小吃/熱炒店
10900,咖啡甜點
11042,酒吧/餐酒館
11115,台灣小吃/熱炒店
11173,日式
11198,酒吧/餐酒館
11240,日式
11275,
11476,異國料理
11789,台灣小吃/熱炒店
11847,台灣小吃/熱炒店
11937,台灣小吃/熱炒店
12032,酒吧/餐酒館
12062,中式
12078,日式
12119,日式
12120,台灣小吃/熱炒店
12363,台灣小吃/熱炒店
12384,台灣小吃/熱炒店
12397,台灣小吃/熱炒店
12642,意式
12732,酒吧/餐酒館
12890,日式
13076,
13100,酒吧/餐酒館
13221,日式
13281,日式
13553,台灣小吃/熱炒店
13557,台灣小吃/熱炒店
13570,日式
13573,台灣小吃/熱炒店
13714,
13851,台灣小吃/熱炒店
13920,南洋
13981,日式
14072,咖啡甜點
14138,
14145,日式
14224,日式
14228,日式
14233,
14241,日式
14317,台灣小吃/熱炒店
14503,台灣小吃/熱炒店
14529,
14840,台灣小吃/熱炒店
15451,
15463,意式
15511,日式
15544,日式
15722,台灣小吃/熱炒店
15830,日式
15832,
15845,
16127,火鍋
16142,中式
16283,台灣小吃/熱炒店
16302,
16517,南洋
16634,
16639,
16731,台灣小吃/熱炒店
16804,
16805,台灣小吃/熱炒店
16883,台灣小吃/熱炒店
17037,台灣小吃/熱炒店
17068,酒吧/餐酒館
17078,中式
17115,火鍋
17202,
17209,日式
17220,
17298,日式
17328,
17478,台灣小吃/熱炒店
17538,台灣小吃/熱炒店
17637,台灣小吃/熱炒店
17685,台灣小吃/熱炒店
17778,台灣小吃/熱炒店
17792,日式
18025,
18130,台灣小吃/熱炒店
18152,
18257,咖啡甜點
18269,
18326,台灣小吃/熱炒店
18409,日式
18441,日式
18573,台灣小吃/熱炒店
18582,咖啡甜點
18837,
18874,
18929,
18973,台灣小吃/熱炒店
18996,
19234,早午餐
19308,
19347,
19522,早午餐
19534,台灣小吃/熱炒店
19817,台灣小吃/熱炒店
20298,台灣小吃/熱炒店
20379,
20417,異國料理
20426,日式
20479,
20705,
20752,
20945,
21090,台灣小吃/熱炒店
21269,日式
21403,台灣小吃/熱炒店
21453,
21566,
21689,
21780,台灣小吃/熱炒店
21976,
22229,
22338,台灣小吃/熱炒店
22396,日式
22602,
22793,
22942,
22943,
22948,酒吧/餐酒館
23158,台灣小吃/熱炒店
23198,
23323,
23381,
23518,異國料理
23598,酒吧/餐酒館
23733,台灣小吃/熱炒店
23859,台灣小吃/熱炒店
23937,台灣小吃/熱炒店
24077,台灣小吃/熱炒店
24087,台灣小吃/熱炒店
24222,台灣小吃/熱炒店
24744,
24752,台灣小吃/熱炒店
24893,
24952,
25111,台灣小吃/熱炒店
0,日式
1,日式
2,日式
3,日式
4,日式
5,日式
6,日式
7,日式
8,日式
10,日式
11,中式
12,日式
13,日式
14,日式
15,台灣小吃/熱炒店
16,日式
17,台灣小吃/熱炒店
18,日式
19,日式
22,台灣小吃/熱炒店
23,日式
24,日式
26,台灣小吃/熱炒店
27,日式
29,中式
30,台灣小吃/熱炒店
31,台灣小吃/熱炒店
32,中式
33,中式
34,中式
35,日式
37,中式
38,台灣小吃/熱炒店
40,中式
41,日式
42,中式
43,日式
44,中式
45,日式
47,中式
48,中式
49,日式
50,中式
52,台灣小吃/熱炒店
54,台灣小吃/熱炒店
57,台灣小吃/熱炒店
58,台灣小吃/熱炒店
59,中式
60,素食
61,日式
65,火鍋
66,台灣小吃/熱炒店
67,日式
69,中式
70,台灣小吃/熱炒店
72,台灣小吃/熱炒店
73,台灣小吃/熱炒店
74,日式
75,中式
76,早午餐
77,台灣小吃/熱炒店
79,台灣小吃/熱炒店
80,中式
81,火鍋
82,火鍋
83,火鍋
84,火鍋
85,火鍋
86,火鍋
87,火鍋
88,火鍋
89,火鍋
90,火鍋
91,火鍋
92,火鍋
93,火鍋
94,火鍋
95,火鍋
96,火鍋
97,火鍋
98,火鍋
101,火鍋
102,火鍋
104,火鍋
105,火鍋
106,火鍋
107,火鍋
108,火鍋
109,火鍋
110,火鍋
112,火鍋
113,中式
114,火鍋
115,火鍋
116,火鍋
117,火鍋
118,火鍋
120,火鍋
121,火鍋
122,台灣小吃/熱炒店
123,火鍋
124,火鍋
126,火鍋
127,火鍋
128,火鍋
129,火鍋
130,火鍋
131,火鍋
132,火鍋
134,火鍋
135,中式
136,火鍋
138,素食
142,咖啡甜點
144,台灣小吃/熱炒店
146,中式
147,火鍋
148,火鍋
149,台灣小吃/熱炒店
151,火鍋
152,日式
153,中式
154,台灣小吃/熱炒店
155,素食
156,燒烤店
159,中式
161,台灣小吃/熱炒店
162,異國料理
163,素食
164,台灣小吃/熱炒店
165,素食
166,台灣小吃/熱炒店
169,中式
170,中式
171,南洋
173,日式
174,日式
175,日式
176,日式
178,日式
179,日式
181,台灣小吃/熱炒店
182,日式
183,日式
184,日式
185,日式
186,日式
188,日式
189,日式
190,日式
194,日式
196,異國料理
198,台灣小吃/熱炒店
200,台灣小吃/熱炒店
203,台灣小吃/熱炒店
204,台灣小吃/熱炒店
205,素食
207,日式
210,美式
211,早午餐
212,南洋
213,咖啡甜點
215,中式
216,咖啡甜點
217,咖啡甜點
219,台灣小吃/熱炒店
220,台灣小吃/熱炒店
223,咖啡甜點
224,咖啡甜點
225,中式
226,咖啡甜點
227,南洋
228,咖啡甜點
229,美式
230,美式
231,早午餐
233,美式
234,美式
235,早午餐
237,咖啡甜點
238,早午餐
239,早午餐
240,早午餐
242,早午餐
246,意式
249,早午餐
250,早午餐
256,早午餐
259,早午餐
261,早午餐
262,咖啡甜點
263,咖啡甜點
264,早午餐
265,台灣小吃/熱炒店
266,早午餐
268,早午餐
270,早午餐
272,早午餐
273,異國料理
274,早午餐
275,咖啡甜點
276,早午餐
278,早午餐
279,咖啡甜點
280,中式
283,中式
284,中式
285,咖啡甜點
286,咖啡甜點
288,咖啡甜點
290,韓式
291,韓式
292,日式
293,台灣小吃/熱炒店
294,韓式
295,韓式
296,韓式
297,韓式
298,韓式
299,韓式
300,韓式
301,韓式
302,韓式
303,韓式
304,韓式
305,韓式
306,韓式
309,韓式
311,韓式
312,韓式
314,韓式
315,韓式
316,韓式
317,燒烤店
318,韓式
319,韓式
320,韓式
321,韓式
322,韓式
323,中式
325,台灣小吃/熱炒店
326,台灣小吃/熱炒店
327,台灣小吃/熱炒店
328,中式
329,台灣小吃/熱炒店
330,台灣小吃/熱炒店
331,台灣小吃/熱炒店
333,異國料理
334,異國料理
335,異國料理
337,異國料理
338,異國料理
339,異國料理
340,異國料理
341,異國料理
342,異國料理
344,異國料理
345,異國料理
346,異國料理
347,異國料理
348,異國料理
349,異國料理
350,日式
351,異國料理
352,異國料理
353,異國料理
354,異國料理
355,異國料理
358,異國料理
359,異國料理
362,早午餐
363,異國料理
364,異國料理
365,素食
366,台灣小吃/熱炒店
367,素食
369,台灣小吃/熱炒店
370,中式
375,日式
377,異國料理
378,台灣小吃/熱炒店
379,中式
380,台灣小吃/熱炒店
381,台灣小吃/熱炒店
382,早午餐
383,素食
385,中式
386,中式
388,台灣小吃/熱炒店
390,南洋
391,台灣小吃/熱炒店
392,南洋
393,南洋
394,南洋
395,南洋
396,南洋
397,南洋
398,南洋
399,南洋
400,南洋
402,南洋
403,南洋
404,南洋
405,南洋
406,異國料理
407,南洋
408,南洋
409,台灣小吃/熱炒店
410,南洋
411,南洋
412,南洋
413,南洋
414,南洋
415,南洋
416,南洋
417,南洋
418,南洋
419,南洋
421,南洋
422,南洋
423,南洋
424,南洋
426,素食
427,南洋
428,台灣小吃/熱炒店
429,素食
431,異國料理
432,中式
433,南洋
434,台灣小吃/熱炒店
435,台灣小吃/熱炒店
436,台灣小吃/熱炒店
437,中式
438,中式
439,台灣小吃/熱炒店
440,中式
441,早午餐
442,中式
443,台灣小吃/熱炒店
444,台灣小吃/熱炒店
445,港式
447,咖啡甜點
448,中式
450,中式
451,中式
452,港式
453,中式
455,中式
457,港式
458,中式
459,中式
461,中式
462,中式
464,中式
466,日式
471,台灣小吃/熱炒店
473,台灣小吃/熱炒店
474,早午餐
477,台灣小吃/熱炒店
478,早午餐
483,台灣小吃/熱炒店
484,南洋
486,南洋
487,南洋
489,南洋
490,南洋
491,南洋
492,南洋
494,南洋
496,南洋
497,南洋
498,南洋
499,南洋
500,咖啡甜點
501,南洋
503,南洋
505,南洋
506,南洋
507,南洋
508,南洋
509,南洋
510,南洋
511,南洋
512,中式
514,南洋
515,中式
516,南洋
517,火鍋
518,南洋
519,南洋
520,南洋
521,南洋
522,南洋
523,台灣小吃/熱炒店
524,南洋
525,南洋
526,南洋
527,南洋
528,南洋
529,南洋
531,中式
533,意式
534,南洋
535,南洋
537,南洋
538,南洋
539,南洋
541,素食
543,南洋
544,台灣小吃/熱炒店
546,日式
548,素食
549,台灣小吃/熱炒店
551,台灣小吃/熱炒店
553,台灣小吃/熱炒店
554,酒吧/餐酒館
558,酒吧/餐酒館
559,酒吧/餐酒館
561,咖啡甜點
563,中式
564,異國料理
565,中式
567,酒吧/餐酒館
572,意式
574,美式
577,中式
579,台灣小吃/熱炒店
581,意式
582,美式
584,中式
586,異國料理
588,異國料理
591,咖啡甜點
593,酒吧/餐酒館
594,咖啡甜點
595,意式
597,台灣小吃/熱炒店
599,異國料理
600,意式
601,咖啡甜點
602,咖啡甜點
603,咖啡甜點
604,咖啡甜點
605,咖啡甜點
606,咖啡甜點
607,咖啡甜點
608,咖啡甜點
609,咖啡甜點
610,咖啡甜點
613,咖啡甜點
614,咖啡甜點
616,咖啡甜點
617,咖啡甜點
618,咖啡甜點
619,咖啡甜點
620,咖啡甜點
621,咖啡甜點
622,咖啡甜點
623,咖啡甜點
624,咖啡甜點
625,咖啡甜點
626,咖啡甜點
627,咖啡甜點
628,咖啡甜點
629,咖啡甜點
630,咖啡甜點
631,咖啡甜點
632,咖啡甜點
633,咖啡甜點
634,咖啡甜點
635,咖啡甜點
636,咖啡甜點
637,咖啡甜點
639,咖啡甜點
640,咖啡甜點
641,早午餐
642,咖啡甜點
643,咖啡甜點
644,意式
647,咖啡甜點
648,咖啡甜點
649,台灣小吃/熱炒店
650,台灣小吃/熱炒店
651,台灣小吃/熱炒店
652,台灣小吃/熱炒店
653,台灣小吃/熱炒店
654,台灣小吃/熱炒店
655,台灣小吃/熱炒店
656,台灣小吃/熱炒店
657,台灣小吃/熱炒店
658,台灣小吃/熱炒店
661,台灣小吃/熱炒店
662,台灣小吃/熱炒店
663,台灣小吃/熱炒店
665,台灣小吃/熱炒店
666,台灣小吃/熱炒店
667,台灣小吃/熱炒店
669,中式
671,台灣小吃/熱炒店
672,台灣小吃/熱炒店
673,台灣小吃/熱炒店
674,台灣小吃/熱炒店
676,台灣小吃/熱炒店
680,台灣小吃/熱炒店
681,台灣小吃/熱炒店
683,中式
684,台灣小吃/熱炒店
685,台灣小吃/熱炒店
686,台灣小吃/熱炒店
687,中式
688,台灣小吃/熱炒店
689,中式
690,台灣小吃/熱炒店
691,台灣小吃/熱炒店
692,台灣小吃/熱炒店
695,台灣小吃/熱炒店
699,台灣小吃/熱炒店
700,台灣小吃/熱炒店
701,台灣小吃/熱炒店
702,日式
703,中式
704,素食
705,火鍋
706,台灣小吃/熱炒店
707,港式
709,中式
710,台灣小吃/熱炒店
711,台灣小吃/熱炒店
712,中式
714,早午餐
716,早午餐
717,早午餐
718,早午餐
719,早午餐
722,早午餐
723,早午餐
724,咖啡甜點
725,早午餐
726,中式
728,早午餐
729,早午餐
730,早午餐
731,早午餐
732,早午餐
733,早午餐
734,早午餐
735,早午餐
736,早午餐
737,早午餐
738,早午餐
739,早午餐
741,早午餐
742,早午餐
743,早午餐
744,早午餐
745,早午餐
746,咖啡甜點
747,台灣小吃/熱炒店
750,咖啡甜點
752,咖啡甜點
753,咖啡甜點
754,咖啡甜點
755,咖啡甜點
757,咖啡甜點
758,咖啡甜點
759,咖啡甜點
760,咖啡甜點
761,咖啡甜點
762,咖啡甜點
763,台灣小吃/熱炒店
767,咖啡甜點
768,咖啡甜點
769,異國料理
771,咖啡甜點
773,台灣小吃/熱炒店
774,咖啡甜點
780,咖啡甜點
781,日式
782,台灣小吃/熱炒店
784,港式
785,台灣小吃/熱炒店
786,日式
787,日式
788,日式
789,異國料理
790,日式
791,日式
793,日式
794,台灣小吃/熱炒店
795,日式
797,日式
798,台灣小吃/熱炒店
799,日式
800,台灣小吃/熱炒店
801,台灣小吃/熱炒店
802,台灣小吃/熱炒店
804,早午餐
805,中式
806,台灣小吃/熱炒店
807,台灣小吃/熱炒店
808,台灣小吃/熱炒店
810,日式
812,日式
813,異國料理
814,日式
815,日式
816,台灣小吃/熱炒店
818,台灣小吃/熱炒店
819,台灣小吃/熱炒店
820,日式
821,台灣小吃/熱炒店
822,日式
824,台灣小吃/熱炒店
825,台灣小吃/熱炒店
826,中式
829,台灣小吃/熱炒店
830,台灣小吃/熱炒店
831,美式
832,美式
833,美式
834,美式
835,美式
836,美式
837,美式
838,美式
839,美式
840,美式
841,美式
842,美式
843,美式
844,美式
845,美式
846,美式
847,美式
848,美式
849,美式
850,美式
851,美式
852,美式
853,美式
855,美式
856,美式
857,美式
858,美式
859,美式
861,美式
862,美式
863,美式
864,美式
865,美式
866,意式
867,日式
868,美式
869,美式
870,美式
871,美式
873,美式
874,美式
875,異國料理
877,美式
878,美式
879,日式
881,素食
882,日式
885,日式
887,早午餐
889,中式
890,日式
891,火鍋
892,火鍋
894,火鍋
896,火鍋
897,台灣小吃/熱炒店
900,台灣小吃/熱炒店
901,日式
903,日式
904,日式
905,日式
906,日式
907,日式
909,日式
912,日式
914,日式
917,中式
918,日式
919,日式
921,日式
922,日式
924,日式
926,日式
927,日式
929,台灣小吃/熱炒店
930,日式
933,咖啡甜點
934,異國料理
935,咖啡甜點
936,異國料理
937,異國料理
938,異國料理
941,咖啡甜點
942,咖啡甜點
943,意式
944,意式
945,意式
946,意式
947,異國料理
948,異國料理
949,意式
950,早午餐
951,意式
952,台灣小吃/熱炒店
954,意式
955,早午餐
956,意式
958,咖啡甜點
959,台灣小吃/熱炒店
960,早午餐
961,意式
962,異國料理
963,早午餐
964,異國料理
965,咖啡甜點
967,咖啡甜點
969,咖啡甜點
970,中式
971,中式
972,中式
973,台灣小吃/熱炒店
974,早午餐
975,中式
977,中式
978,中式
979,中式
980,中式
981,中式
982,中式
983,中式
984,中式
985,中式
986,早午餐
988,中式
989,中式
990,中式
991,中式
994,中式
996,中式
997,台灣小吃/熱炒店
998,早午餐
999,中式
1001,中式
1002,台灣小吃/熱炒店
1003,中式
1004,早午餐
1005,中式
1006,台灣小吃/熱炒店
1007,中式
1008,台灣小吃/熱炒店
1010,台灣小吃/熱炒店
1012,台灣小吃/熱炒店
1014,中式
1015,台灣小吃/熱炒店
1016,台灣小吃/熱炒店
1017,台灣小吃/熱炒店
1018,台灣小吃/熱炒店
1020,台灣小吃/熱炒店
1021,早午餐
1022,台灣小吃/熱炒店
1025,台灣小吃/熱炒店
1026,中式
1028,台灣小吃/熱炒店
1029,韓式
